source,target,weight,avg_streams,country_code,year
deep pop r&b,tropical house,2,17739024.0,us,2017
dance pop,deep pop r&b,2,17739024.0,us,2017
dance,deep pop r&b,2,17739024.0,us,2017
electro,indietronica,2,2757315.0,us,2017
grime,pop,2,20381008.5,us,2017
country,electro,2,29437918.0,us,2017
country pop,electro,2,29437918.0,us,2017
county rock,electro,2,29437918.0,us,2017
country,electro house,2,29437918.0,us,2017
country pop,electro house,2,29437918.0,us,2017
county rock,electro house,2,29437918.0,us,2017
country,house,2,29437918.0,us,2017
country pop,house,2,29437918.0,us,2017
county rock,house,2,29437918.0,us,2017
electro house,indie rock,2,29437918.0,us,2017
house,indie rock,2,29437918.0,us,2017
country,indie rock,2,29437918.0,us,2017
country pop,indie rock,2,29437918.0,us,2017
county rock,indie rock,2,29437918.0,us,2017
indie soul,rap,2,10032476.0,us,2017
escape room,rap,2,2165265.0,us,2017
indie soul,pop,2,10032476.0,us,2017
afrofuturism,hip hop,2,1455381.0,us,2017
electropop,indietronica,2,16908297.5,us,2017
house,indie,2,3699883.5,us,2017
indie,trap,2,1247984.5,us,2017
dancehall,trap,2,1256678.0,us,2017
latin,r&b,2,13450939.5,us,2017
r&b,reggaeton,2,13450939.5,us,2017
francoton,pop,2,13066560.5,us,2017
other,other,2,13632647.5,us,2017
cubaton,latin,2,1168504.0,us,2017
cubaton,tropical,2,1168504.0,us,2017
electro house,indie pop,2,16789598.5,us,2017
indie pop,moombahton,2,15028861.0,us,2017
moombahton,tropical house,2,15028861.0,us,2017
electropop,moombahton,2,15028861.0,us,2017
children's music,rap,2,6779227.0,us,2017
classical,rap,2,6779227.0,us,2017
dubstep,electro,2,1267522.0,us,2017
dubstep,tropical house,2,1267522.0,us,2017
new wave,rap,2,21695906.5,us,2017
hip hop,new wave,2,21695906.5,us,2017
electro house,electro house,2,3903442.0,us,2017
house,other,2,7192921.0,us,2017
adult standards,adult standards,2,6880421.5,us,2017
adult standards,other,2,6880421.5,us,2017
lounge,other,2,6880421.5,us,2017
adult standards,easy listening,2,6880421.5,us,2017
easy listening,other,2,6880421.5,us,2017
new wave,tropical house,2,74677710.5,us,2017
new wave,pop,2,74677710.5,us,2017
electropop,new wave,2,74677710.5,us,2017
pop,reggae,2,22244332.5,us,2017
electropop,indie rock,2,10202298.0,us,2017
latin,pop rap,2,2156753.0,us,2017
pop rap,reggaeton,2,2156753.0,us,2017
house,indie pop,2,4985588.5,us,2017
house,house,2,9345610.5,us,2017
brazilian funk,latin,2,3062833.0,us,2017
brazilian funk,reggaeton,2,3062833.0,us,2017
metal,pop rap,2,1356086.0,us,2017
pop rap,rap metal,2,1356086.0,us,2017
metal,rap,2,1356086.0,us,2017
rap,rap metal,2,1356086.0,us,2017
moombahton,urban contemporary,2,19137203.5,us,2017
electropop,other,2,17340235.0,us,2017
country,electropop,2,29934828.0,us,2017
country pop,electropop,2,29934828.0,us,2017
county rock,electropop,2,29934828.0,us,2017
afropop,electro,2,1165429.5,us,2017
azonto,electro,2,1165429.5,us,2017
afropop,electro house,2,1165429.5,us,2017
dancehall,electro house,2,1165429.5,us,2017
azonto,electro house,2,1165429.5,us,2017
afropop,tropical house,2,1165429.5,us,2017
azonto,tropical house,2,1165429.5,us,2017
afropop,moombahton,2,1165429.5,us,2017
dancehall,moombahton,2,1165429.5,us,2017
azonto,moombahton,2,1165429.5,us,2017
rock,rock,2,20666063.5,us,2017
mellow gold,pop,2,5166927.5,us,2017
experimental,rock,2,8985386.0,us,2017
electropop,funk,2,34064416.0,us,2017
funk,tropical house,2,52247410.0,us,2017
dancehall,funk,2,75758217.0,us,2017
funk,pop rap,2,75758217.0,us,2017
ninja,pop,2,2237569.0,us,2017
electropop,ninja,2,2237569.0,us,2017
r&b,rock,2,32346741.0,us,2017
rock,soul,2,32346741.0,us,2017
indie pop,trap,2,2764938.0,us,2017
indietronica,trap,2,2764938.0,us,2017
funk,hip hop,2,94575859.0,us,2017
electro,rock,2,13302847.5,us,2017
electro,pop rock,2,13302847.5,us,2017
rock,tropical house,2,13302847.5,us,2017
pop rock,tropical house,2,13302847.5,us,2017
escape room,r&b,1,1455381.0,us,2017
escape room,indie r&b,1,1455381.0,us,2017
escape room,indie soul,1,1455381.0,us,2017
afrofuturism,escape room,1,1455381.0,us,2017
escape room,escape room,1,1455381.0,us,2017
dance pop,escape room,1,1455381.0,us,2017
electropop,escape room,1,1455381.0,us,2017
afrofuturism,rap,1,1455381.0,us,2017
afrofuturism,pop,1,1455381.0,us,2017
dance,indie,1,1174890.0,us,2017
folk,new wave,1,1393664.0,us,2017
new wave,rock,1,1393664.0,us,2017
celtic,new wave,1,1393664.0,us,2017
new wave,punk,1,1393664.0,us,2017
indie pop rap,r&b,1,25121653.0,us,2017
indie pop rap,urban contemporary,1,25121653.0,us,2017
francoton,r&b,1,24096977.0,us,2017
dance pop,francoton,1,24096977.0,us,2017
dubstep,pop rap,1,1639314.0,us,2017
dubstep,rap,1,1639314.0,us,2017
dubstep,trap,1,1639314.0,us,2017
dubstep,hip hop,1,1639314.0,us,2017
county rock,county rock,1,2172625.0,us,2017
other,reggaeton,1,16457825.0,us,2017
latin,other,1,16457825.0,us,2017
other,tropical,1,16457825.0,us,2017
cubaton,pop,1,1168504.0,us,2017
cubaton,dance pop,1,1168504.0,us,2017
cubaton,reggaeton,1,1168504.0,us,2017
cubaton,hip hop,1,1168504.0,us,2017
dubstep,r&b,1,99862408.0,us,2017
children's music,pop rap,1,6779227.0,us,2017
classical,pop rap,1,6779227.0,us,2017
children's music,hip hop,1,6779227.0,us,2017
classical,hip hop,1,6779227.0,us,2017
dubstep,indie pop,1,1267522.0,us,2017
dubstep,electropop,1,1267522.0,us,2017
bachata,trap,1,7879190.0,us,2017
bachata,tropical,1,7879190.0,us,2017
bachata,hip hop,1,7879190.0,us,2017
adult standards,swing,1,3365020.0,us,2017
adult standards,jazz,1,3365020.0,us,2017
lounge,lounge,1,3365020.0,us,2017
lounge,swing,1,3365020.0,us,2017
jazz,lounge,1,3365020.0,us,2017
easy listening,lounge,1,3365020.0,us,2017
easy listening,swing,1,3365020.0,us,2017
easy listening,jazz,1,3365020.0,us,2017
electro,new wave,1,1161968.0,us,2017
electro house,new wave,1,1161968.0,us,2017
dance pop,new wave,1,1161968.0,us,2017
electro,techno,1,16459814.0,us,2017
techno,tropical house,1,16459814.0,us,2017
hip hop,reggae,1,3623797.0,us,2017
indie,techno,1,6224877.0,us,2017
country,other,1,9326746.0,us,2017
country pop,other,1,9326746.0,us,2017
county rock,other,1,9326746.0,us,2017
country,europop,1,9326746.0,us,2017
country pop,europop,1,9326746.0,us,2017
county rock,europop,1,9326746.0,us,2017
indie,indie pop rap,1,8411590.0,us,2017
latin,pagode baiano,1,3194972.0,us,2017
pagode baiano,reggaeton,1,3194972.0,us,2017
other,soul,1,20665023.0,us,2017
indie folk,pop rap,1,2416555.0,us,2017
folk,pop rap,1,2416555.0,us,2017
indie folk,rap,1,2416555.0,us,2017
folk,rap,1,2416555.0,us,2017
hip hop,indie folk,1,2416555.0,us,2017
folk,hip hop,1,2416555.0,us,2017
francoton,tropical house,1,2036144.0,us,2017
electropop,francoton,1,2036144.0,us,2017
blues rock,pop,1,1202702.0,us,2017
blues rock,dance pop,1,1202702.0,us,2017
blues rock,electropop,1,1202702.0,us,2017
pop,punk,1,1202702.0,us,2017
dance pop,punk,1,1202702.0,us,2017
electropop,punk,1,1202702.0,us,2017
indie pop,indie pop,1,27006912.0,us,2017
adult standards,pop,1,10395823.0,us,2017
electropop,urban contemporary,1,21867847.0,us,2017
indie,synthpop,1,4425736.0,us,2017
indie,other,1,4425736.0,us,2017
electro,synthpop,1,4425736.0,us,2017
dance,synthpop,1,4425736.0,us,2017
dance,other,1,4425736.0,us,2017
pop,synthpop,1,4425736.0,us,2017
electropop,synthpop,1,4425736.0,us,2017
hip hop,k-pop,1,10967516.0,us,2017
k-pop,rap,1,10967516.0,us,2017
k-pop,trap,1,10967516.0,us,2017
k-pop,pop rap,1,10967516.0,us,2017
electro,k-pop,1,10967516.0,us,2017
electro house,k-pop,1,10967516.0,us,2017
k-pop,tropical house,1,10967516.0,us,2017
house,k-pop,1,10967516.0,us,2017
dance pop,k-pop,1,10967516.0,us,2017
indie soul,pop rap,1,18609571.0,us,2017
indie r&b,pop rap,1,18609571.0,us,2017
moombahton,r&b,1,1286178.0,us,2017
afropop,r&b,1,1286178.0,us,2017
dancehall,r&b,1,1286178.0,us,2017
azonto,r&b,1,1286178.0,us,2017
afropop,urban contemporary,1,1286178.0,us,2017
dancehall,urban contemporary,1,1286178.0,us,2017
azonto,urban contemporary,1,1286178.0,us,2017
afropop,trap,1,1286178.0,us,2017
azonto,trap,1,1286178.0,us,2017
escape room,pop rap,1,2875149.0,us,2017
folk rock,rock,1,8985386.0,us,2017
psychedelic rock,rock,1,8985386.0,us,2017
mellow gold,rock,1,8985386.0,us,2017
classic rock,rock,1,8985386.0,us,2017
folk rock,pop,1,8985386.0,us,2017
experimental,folk rock,1,8985386.0,us,2017
pop,psychedelic rock,1,8985386.0,us,2017
experimental,psychedelic rock,1,8985386.0,us,2017
experimental,mellow gold,1,8985386.0,us,2017
classic rock,pop,1,8985386.0,us,2017
classic rock,experimental,1,8985386.0,us,2017
metal,trap,1,1207809.0,us,2017
rap metal,trap,1,1207809.0,us,2017
grime,indie rock,1,1207809.0,us,2017
grime,metal,1,1207809.0,us,2017
grime,rap metal,1,1207809.0,us,2017
grime,trap,1,1207809.0,us,2017
latin,urban contemporary,1,2804902.0,us,2017
reggaeton,urban contemporary,1,2804902.0,us,2017
indie r&b,soul,1,3322438.0,us,2017
indie pop,indie r&b,1,3322438.0,us,2017
indie r&b,indietronica,1,3322438.0,us,2017
electropop,indie r&b,1,3322438.0,us,2017
soul,soul,1,1328395.0,us,2017
c-pop,rap,1,1535534.0,us,2017
dance pop,indietronica,1,15700600.0,us,2017
dance,dancehall,1,56940575.0,us,2017
r&b,techno,1,156295891.0,us,2017
classical,other,1,10807470.0,us,2017
country,country pop,1,8609638.0,us,2017
deep pop r&b,electro house,1,22254654.0,us,2017
deep pop r&b,dubstep,1,22254654.0,us,2017
indie pop,ninja,1,3224851.0,us,2017
ninja,tropical house,1,3224851.0,us,2017
dance pop,ninja,1,3224851.0,us,2017
indie pop,indie rock,1,8360582.0,us,2017
indie pop,metal,1,8360582.0,us,2017
indie pop,rap metal,1,8360582.0,us,2017
indie rock,indietronica,1,8360582.0,us,2017
indietronica,metal,1,8360582.0,us,2017
indietronica,rap metal,1,8360582.0,us,2017
metal,pop,1,8360582.0,us,2017
pop,rap metal,1,8360582.0,us,2017
electropop,metal,1,8360582.0,us,2017
electropop,rap metal,1,8360582.0,us,2017
new wave,pop rap,1,1309538.0,us,2017
new wave,trap,1,1309538.0,us,2017
dance pop,reggae,1,40864868.0,us,2017
electro,funk,1,47554245.0,us,2017
indie rock,rock,1,32346741.0,us,2017
pop rock,rock,1,32346741.0,us,2017
indie rock,r&b,1,32346741.0,us,2017
pop rock,r&b,1,32346741.0,us,2017
indie rock,soul,1,32346741.0,us,2017
pop rock,soul,1,32346741.0,us,2017
indie pop,soul,1,2764938.0,us,2017
indietronica,r&b,1,2764938.0,us,2017
indietronica,soul,1,2764938.0,us,2017
funk,rap,1,94575859.0,us,2017
afropop,funk,1,94575859.0,us,2017
azonto,funk,1,94575859.0,us,2017
jazz rap,pop,1,1331535.0,us,2017
hip hop,jazz rap,1,1331535.0,us,2017
chillwave,pop,1,1250287.0,us,2017
chillwave,electropop,1,1250287.0,us,2017
electro house,rock,1,22502032.0,us,2017
electro house,pop rock,1,22502032.0,us,2017
hip hop,rap,799,22060959.14814815,us,2018
rap,trap,739,23008204.490384616,us,2018
pop rap,rap,674,21233169.09771987,us,2018
hip hop,trap,599,20262813.29457364,us,2018
hip hop,pop rap,558,19926450.88671875,us,2018
pop rap,trap,537,20399879.681632653,us,2018
rap,rap,469,22167284.38636364,us,2018
hip hop,hip hop,366,19394184.21428572,us,2018
trap,trap,307,16619860.705583757,us,2018
pop rap,pop rap,248,18715504.556818184,us,2018
pop,rap,248,27211082.52906977,us,2018
hip hop,pop,242,22520694.74522293,us,2018
pop,pop rap,234,20416864.70860927,us,2018
pop,pop,201,23698481.8707483,us,2018
pop,trap,180,26092519.647058822,us,2018
dance pop,pop,179,22054084.8019802,us,2018
dance pop,pop rap,111,18292796.79746836,us,2018
dance pop,rap,103,22455564.87671233,us,2018
dance pop,hip hop,94,17573114.0,us,2018
pop,tropical house,90,19301666.98360656,us,2018
electro,pop,83,20624092.923076924,us,2018
hip hop,r&b,83,11419358.403508771,us,2018
latin,reggaeton,82,30255002.70588235,us,2018
r&b,rap,79,21390873.61403509,us,2018
electropop,pop,78,19447938.784313727,us,2018
dance pop,trap,76,19802814.036363635,us,2018
pop,r&b,70,29198141.25,us,2018
pop rap,r&b,63,18130053.391304348,us,2018
r&b,trap,51,10079378.137931034,us,2018
latin,pop,49,27110352.04,us,2018
dance pop,dance pop,47,15600712.953488372,us,2018
hip hop,latin,47,22990092.13333333,us,2018
hip hop,reggaeton,45,26823803.25,us,2018
dance pop,electro,44,21233172.83333333,us,2018
dance pop,tropical house,44,18289476.73529412,us,2018
pop,reggaeton,44,28539387.78260869,us,2018
latin,latin,43,30255002.70588235,us,2018
latin,trap,41,28537796.944444444,us,2018
house,pop,40,18511250.625,us,2018
dance pop,electropop,40,21713496.57575757,us,2018
reggaeton,reggaeton,39,43711242.72727273,us,2018
reggaeton,trap,38,33739020.6,us,2018
latin,tropical,38,18989364.64285714,us,2018
rap,urban contemporary,37,16210959.607142854,us,2018
reggaeton,tropical,36,20209325.46153846,us,2018
electro house,pop,33,31189359.82142857,us,2018
hip hop,urban contemporary,32,9776374.384615384,us,2018
pop rap,urban contemporary,32,14195479.782608695,us,2018
other,pop,31,17388268.0,us,2018
dance,pop,29,19498998.7,us,2018
rap,soul,29,29419022.65217392,us,2018
electro,rap,29,19596727.85714286,us,2018
electro,pop rap,28,15275730.75,us,2018
hip hop,soul,24,13520172.80952381,us,2018
dance pop,r&b,24,27625595.45454545,us,2018
trap,urban contemporary,24,11706300.625,us,2018
electro,trap,23,16466185.94117647,us,2018
pop,urban contemporary,23,18492123.611111112,us,2018
electro,hip hop,23,19039764.6875,us,2018
electropop,tropical house,22,25703058.38888889,us,2018
pop,tropical,21,17844491.384615384,us,2018
electro,tropical house,21,19059803.6,us,2018
latin,rap,20,36788729.571428575,us,2018
rap,reggaeton,20,36788729.571428575,us,2018
pop,soul,20,19631290.23529412,us,2018
dance pop,other,20,13625424.384615386,us,2018
pop rap,tropical house,20,13109399.375,us,2018
other,other,19,16171491.0,us,2018
pop rap,soul,19,17355591.88235294,us,2018
electropop,rap,19,26223562.3125,us,2018
electro,electropop,19,26415715.88235294,us,2018
electropop,pop rap,19,24341348.5,us,2018
soul,trap,18,13413687.153846156,us,2018
country,pop,17,32863908.75,us,2018
dance pop,house,17,28605477.15384615,us,2018
trap,tropical,17,21718877.25,us,2018
rap,tropical house,17,13966115.857142854,us,2018
indie pop,pop,16,19046572.71428572,us,2018
electro house,rap,16,16902142.692307692,us,2018
moombahton,pop,15,14543690.25,us,2018
latin,pop rap,15,42711789.6,us,2018
dance pop,latin,15,14203252.909090908,us,2018
r&b,r&b,14,49781067.3,us,2018
trap,tropical house,14,15006175.666666664,us,2018
house,rap,14,14181701.8,us,2018
electropop,trap,14,15159362.727272728,us,2018
pop rap,reggaeton,14,42711789.6,us,2018
ninja,pop,13,16532303.5,us,2018
hip hop,tropical,13,34760778.0,us,2018
dance pop,reggaeton,13,13653991.9,us,2018
drill,rap,13,22305705.25,us,2018
electro house,hip hop,13,17839018.818181816,us,2018
hip hop,tropical house,13,15455697.909090908,us,2018
house,trap,12,14742647.2,us,2018
dance pop,urban contemporary,12,5925647.7,us,2018
electro,house,12,23386134.57142857,us,2018
country,dance pop,12,44190596.0,us,2018
electro,electro,11,21037048.666666668,us,2018
electropop,hip hop,11,30227077.2,us,2018
electro house,pop rap,11,11814581.363636363,us,2018
hip hop,indie r&b,11,28769377.83333333,us,2018
dance pop,electro house,11,39178194.72727273,us,2018
dance,dance pop,11,25015622.90909091,us,2018
electropop,electropop,10,21329958.4,us,2018
tropical house,tropical house,10,14706924.7,us,2018
electro house,electropop,10,31714750.6,us,2018
drill,hip hop,10,25255581.28571429,us,2018
hip hop,house,10,16244854.0,us,2018
house,tropical house,9,25093618.0,us,2018
drill,trap,9,25489402.33333333,us,2018
electro house,trap,9,14808713.5,us,2018
indie r&b,rap,9,28769377.83333333,us,2018
dance pop,soul,9,25765110.0,us,2018
country,electropop,8,47775011.5,us,2018
dance pop,k-pop,8,6274972.714285715,us,2018
moombahton,trap,8,9088883.0,us,2018
electropop,r&b,8,60062127.0,us,2018
deep pop r&b,rap,8,2041613.4,us,2018
indie r&b,pop rap,8,33150155.2,us,2018
pop,rock,8,25209843.57142857,us,2018
dubstep,rap,8,24500424.42857143,us,2018
funk,pop,8,25111807.0,us,2018
electro,r&b,8,23232512.0,us,2018
r&b,tropical house,8,23688353.0,us,2018
indie pop rap,rap,8,46329519.25,us,2018
country,tropical house,7,38281805.0,us,2018
dance,tropical house,7,18635221.71428572,us,2018
moombahton,rap,7,6380711.5,us,2018
indie pop,tropical house,7,13830652.42857143,us,2018
dance pop,indie pop,7,10134680.857142856,us,2018
pop,techno,7,34841521.85714286,us,2018
electro house,r&b,7,23959956.85714286,us,2018
indie pop,rap,7,61922421.0,us,2018
indie pop,pop rap,7,56433838.66666666,us,2018
other,pop rap,7,5652079.833333332,us,2018
hip hop,indie pop,7,47302420.0,us,2018
house,pop rap,7,7502233.714285715,us,2018
electro,soul,7,28844565.16666667,us,2018
dance pop,moombahton,6,17720624.0,us,2018
dance pop,ninja,6,17720624.0,us,2018
dance,electropop,6,13528678.0,us,2018
ninja,trap,6,9293296.0,us,2018
electro,indie pop,6,10432733.333333334,us,2018
electropop,indie pop,6,29492086.83333333,us,2018
other,tropical house,6,8922186.833333334,us,2018
electropop,other,6,9185592.333333334,us,2018
tropical,tropical,6,34760778.0,us,2018
deep pop r&b,hip hop,6,2041613.4,us,2018
dancehall,rap,6,11487902.8,us,2018
pop rock,rap,6,34639980.0,us,2018
pop rap,pop rock,6,34639980.0,us,2018
drill,pop rap,6,25489402.33333333,us,2018
electro,electro house,6,32062662.0,us,2018
indie r&b,pop,6,9265671.5,us,2018
hip hop,other,6,4673918.5,us,2018
indietronica,rap,6,61553404.0,us,2018
county rock,pop,6,50464345.2,us,2018
dubstep,hip hop,6,27901987.16666667,us,2018
dancehall,pop,6,13657906.0,us,2018
indie pop rap,trap,6,46329519.25,us,2018
house,r&b,6,18375580.166666668,us,2018
k-pop,pop,6,7620784.666666668,us,2018
soul,tropical house,6,34296652.6,us,2018
dance,pop rap,6,12873833.833333336,us,2018
r&b,soul,6,37962069.25,us,2018
dance,electro,5,16778969.6,us,2018
ninja,rap,5,5282142.0,us,2018
electro,other,5,10351999.6,us,2018
escape room,hip hop,5,4883599.6,us,2018
afropop,pop rap,5,10556384.75,us,2018
dancehall,pop rap,5,10556384.75,us,2018
azonto,pop rap,5,10556384.75,us,2018
afropop,rap,5,10556384.75,us,2018
azonto,rap,5,10556384.75,us,2018
afropop,hip hop,5,10556384.75,us,2018
dancehall,hip hop,5,10556384.75,us,2018
azonto,hip hop,5,10556384.75,us,2018
pop,pop rock,5,60286165.8,us,2018
hip hop,moombahton,5,7397207.25,us,2018
indie r&b,r&b,5,7862985.6,us,2018
indie r&b,trap,5,40874633.5,us,2018
hip hop,rock,5,5692233.2,us,2018
rap,rock,5,24586277.2,us,2018
county rock,dance pop,5,62747634.75,us,2018
hip hop,indietronica,5,52261983.33333334,us,2018
hip hop,indie pop rap,5,46329519.25,us,2018
dubstep,pop,5,71275553.4,us,2018
bachata,reggaeton,5,10508348.5,us,2018
electropop,house,5,33738506.2,us,2018
pop rap,rock,5,7497373.2,us,2018
deep pop r&b,trap,5,2306490.666666666,us,2018
electro,k-pop,4,5265613.75,us,2018
electro house,k-pop,4,5265613.75,us,2018
k-pop,tropical house,4,5265613.75,us,2018
house,k-pop,4,5265613.75,us,2018
escape room,rap,4,3514259.0,us,2018
afropop,trap,4,2391857.5,us,2018
dancehall,trap,4,2391857.5,us,2018
azonto,trap,4,2391857.5,us,2018
latin,urban contemporary,4,4437544.333333333,us,2018
electropop,techno,4,50825312.0,us,2018
adult standards,pop,4,6703264.75,us,2018
adult standards,hip hop,4,6860555.5,us,2018
country pop,pop,4,79171738.33333333,us,2018
country pop,dance pop,4,79171738.33333333,us,2018
