source,target,weight,avg_streams,country_code,year
forro,pop,11,12457903.1,br,2018
electro,electropop,11,2650129.6,br,2018
electropop,tropical house,11,2786878.125,br,2018
latin,tropical,11,5868721.571428573,br,2018
brazilian funk,pagode,11,4859476.0,br,2018
electro,sertanejo,11,9789682.2,br,2018
electro,r&b,11,5043299.222222222,br,2018
latin,rap,11,6492650.571428573,br,2018
rap,reggaeton,11,6492650.571428573,br,2018
latin,trap,11,4461330.666666667,br,2018
dance pop,electro house,10,10519803.444444444,br,2018
afrofuturism,hip hop,10,24779376.2,br,2018
dance,dance pop,10,6812731.111111111,br,2018
reggaeton,reggaeton,10,9735009.0,br,2018
reggaeton,trap,10,5207631.4,br,2018
brazilian funk,r&b,10,8984030.375,br,2018
electro,trap,10,6255421.444444444,br,2018
pop,urban contemporary,10,3512240.333333333,br,2018
electro house,house,9,6646810.75,br,2018
mpb,mpb,9,10024853.777777778,br,2018
folk,mpb,9,6989331.5,br,2018
afrofuturism,pop,9,22031793.166666668,br,2018
dance pop,other,9,3359225.5,br,2018
pagode,sertanejo,9,11010119.555555556,br,2018
pagode,pop,9,5728607.444444444,br,2018
brazilian funk,rap,9,5184066.571428572,br,2018
country,pop,8,4929196.714285715,br,2018
r&b,r&b,8,7104867.5,br,2018
pop,rock,8,14805414.5,br,2018
hip hop,tropical,8,2414505.6,br,2018
brazilian funk,pop rap,8,7464196.25,br,2018
indie pop,pop,8,2051472.666666667,br,2018
pop rap,urban contemporary,8,4105028.5,br,2018
latin,pagode baiano,7,10900205.333333334,br,2018
pagode baiano,reggaeton,7,10900205.333333334,br,2018
dance,tropical house,7,6122886.714285715,br,2018
rap,soul,7,3926440.142857143,br,2018
folk,pop,7,13062590.714285716,br,2018
brega funk,sertanejo,7,20191586.42857143,br,2018
country,dance pop,7,5601635.0,br,2018
reggaeton,tropical,7,7923177.2,br,2018
pagode baiano,sertanejo,7,30865572.57142857,br,2018
axe,brazilian funk,7,4925908.142857143,br,2018
afrofuturism,brazilian funk,7,29214353.5,br,2018
electropop,pop rap,7,2760502.75,br,2018
brazilian funk,electro house,7,10215514.0,br,2018
dance pop,tropical,7,4791896.4,br,2018
electro,latin,7,3905218.0,br,2018
rap,tropical house,7,2785019.6,br,2018
hip hop,urban contemporary,7,3429988.2,br,2018
rap,urban contemporary,7,4619101.0,br,2018
forro,forro,6,13773041.833333336,br,2018
dance,electro,6,6636446.666666668,br,2018
pop,soul,6,1505921.0,br,2018
pop,pop rock,6,10235963.833333334,br,2018
brazilian funk,mpb,6,10394669.166666666,br,2018
dance pop,k-pop,6,1636489.8,br,2018
hip hop,rock,6,14997075.25,br,2018
electropop,rap,6,2844546.0,br,2018
hip hop,indie,6,9380040.666666666,br,2018
brega funk,pop,6,17193107.4,br,2018
brazilian funk,tropical house,6,8058804.5,br,2018
brazilian funk,dance pop,6,9335066.75,br,2018
k-pop,pop,6,2065185.333333333,br,2018
tropical house,tropical house,6,1847104.333333333,br,2018
electro,reggaeton,6,4478217.666666667,br,2018
trap,urban contemporary,6,3646782.5,br,2018
dance pop,urban contemporary,6,2230600.5,br,2018
electro house,rap,6,3969374.666666666,br,2018
house,rap,6,3969374.666666666,br,2018
dance pop,moombahton,5,3994232.75,br,2018
dance pop,ninja,5,3994232.75,br,2018
dance,electropop,5,3413919.6,br,2018
pop rap,soul,5,1761885.5,br,2018
dubstep,pop,5,14184962.0,br,2018
pop rock,rap,5,8788705.4,br,2018
pop rap,pop rock,5,8788705.4,br,2018
electro house,electropop,5,3749016.4,br,2018
other,pop rap,5,1977668.75,br,2018
electro,other,5,1562334.8,br,2018
axe,pop,5,2559705.8,br,2018
electro house,tropical house,5,14111193.6,br,2018
pop rap,tropical,5,2999630.333333333,br,2018
funk,pop,5,4534920.25,br,2018
dancehall,pop,5,5673352.333333332,br,2018
brazilian funk,moombahton,5,7989843.666666668,br,2018
electro house,hip hop,5,3804019.5,br,2018
electro house,trap,5,5050500.5,br,2018
electropop,r&b,5,2910280.5,br,2018
afrofuturism,trap,4,6736762.5,br,2018
country,electropop,4,5062895.25,br,2018
country,tropical house,4,4938112.0,br,2018
pop,techno,4,2744798.25,br,2018
forro,pagode baiano,4,23699891.25,br,2018
latin,other,4,4760187.5,br,2018
electro house,r&b,4,5194368.0,br,2018
pop,reggae,4,14388346.0,br,2018
electro house,other,4,5790113.75,br,2018
francoton,pop,4,2282210.5,br,2018
dance pop,francoton,4,2282210.5,br,2018
r&b,tropical house,4,6230884.0,br,2018
trap,tropical,4,3756624.666666666,br,2018
hip hop,mpb,4,3889890.25,br,2018
latin,tropical house,4,806988.0,br,2018
house,tropical house,4,7436433.0,br,2018
house,pop rap,4,2536833.0,br,2018
dancehall,electro,4,5673352.333333332,br,2018
forro,pagode,4,3043393.25,br,2018
axe,forro,4,3043393.25,br,2018
mpb,sertanejo,4,11156707.75,br,2018
electropop,electropop,4,2718241.0,br,2018
hip hop,tropical house,4,3617733.75,br,2018
trap,tropical house,4,5050500.5,br,2018
hip hop,house,4,3969374.666666666,br,2018
house,trap,4,3969374.666666666,br,2018
dance pop,soul,4,3375120.666666666,br,2018
dance,house,3,3444740.666666666,br,2018
dance,moombahton,3,3444740.666666666,br,2018
dance,ninja,3,3444740.666666666,br,2018
hip hop,soul,3,1335338.333333333,br,2018
dance pop,dubstep,3,15410523.0,br,2018
brega funk,forro,3,11633693.0,br,2018
country,electro,3,6285960.333333332,br,2018
country,electro house,3,6285960.333333332,br,2018
mpb,pagode baiano,3,5984908.0,br,2018
other,reggaeton,3,6191176.666666668,br,2018
mpb,rock,3,12567579.0,br,2018
folk,folk,3,10409863.666666666,br,2018
hip hop,other,3,3346922.333333333,br,2018
afrofuturism,reggae,3,14388346.0,br,2018
electro,mpb,3,13563167.333333336,br,2018
brazilian funk,samba reggae,3,3299275.666666666,br,2018
electro,pagode baiano,3,39503120.333333336,br,2018
electropop,hip hop,3,3533510.0,br,2018
indie,pop,3,13751660.5,br,2018
indie,rap,3,9380040.666666666,br,2018
house,r&b,3,5681192.0,br,2018
axe,sertanejo,3,2101160.0,br,2018
rap,tropical,3,4134532.0,br,2018
brega funk,brega funk,3,14075548.0,br,2018
electro house,sertanejo,3,9370670.0,br,2018
mpb,rap,3,1160482.666666667,br,2018
dance pop,funk,3,4692890.0,br,2018
indie pop,tropical house,3,1437278.333333333,br,2018
other,tropical house,3,548360.6666666665,br,2018
reggaeton,tropical house,3,920244.0,br,2018
dance pop,dancehall,3,5673352.333333332,br,2018
dancehall,latin,3,4363089.5,br,2018
dancehall,reggaeton,3,4363089.5,br,2018
rock,trap,3,16623294.0,br,2018
pagode,pagode baiano,3,5317764.333333333,br,2018
electro,indie,3,1295548.0,br,2018
electro house,pop rock,3,9101121.5,br,2018
electro house,electro house,3,2877366.0,br,2018
electropop,indie pop,3,3365103.333333333,br,2018
electro house,pop rap,3,2660628.0,br,2018
soul,tropical house,3,4814197.5,br,2018
electro,soul,3,4814197.5,br,2018
dance,pop rap,3,3380634.0,br,2018
brazilian funk,dancehall,3,7890368.5,br,2018
country pop,pop,3,8994463.5,br,2018
county rock,pop,3,8994463.5,br,2018
country pop,dance pop,3,8994463.5,br,2018
county rock,dance pop,3,8994463.5,br,2018
electro,trance,3,3511755.0,br,2018
electro house,trance,3,3511755.0,br,2018
francoton,latin,2,4543747.5,br,2018
francoton,reggaeton,2,4543747.5,br,2018
afrofuturism,r&b,2,7666672.5,br,2018
afrofuturism,afrofuturism,2,7666672.5,br,2018
electropop,techno,2,5056492.0,br,2018
country,techno,2,5056492.0,br,2018
other,pagode baiano,2,7136649.5,br,2018
brazilian funk,other,2,7136649.5,br,2018
r&b,techno,2,433104.5,br,2018
electro,k-pop,2,993446.5,br,2018
electro house,k-pop,2,993446.5,br,2018
k-pop,tropical house,2,993446.5,br,2018
house,k-pop,2,993446.5,br,2018
r&b,rock,2,13370856.5,br,2018
folk,rock,2,14549347.5,br,2018
r&b,reggae,2,17435580.0,br,2018
tropical,tropical,2,1333497.5,br,2018
brazilian funk,brega,2,13205273.5,br,2018
pop,samba reggae,2,4801199.5,br,2018
indie pop,pop rap,2,4352349.0,br,2018
indie,trap,2,13578807.0,br,2018
brega funk,electro,2,32063477.0,br,2018
brazilian funk,tropical,2,4134532.0,br,2018
pagode,pagode,2,1418001.0,br,2018
electro house,pagode baiano,2,10779765.0,br,2018
pagode baiano,tropical house,2,10779765.0,br,2018
brazilian funk,house,2,5323748.5,br,2018
dance pop,pagode baiano,2,10779765.0,br,2018
mpb,trap,2,1249470.0,br,2018
electro,indie pop,2,451931.0,br,2018
dance pop,indie pop,2,865731.5,br,2018
electropop,latin,2,486452.0,br,2018
other,tropical,2,2383725.5,br,2018
brega,brega funk,2,15736450.5,br,2018
dancehall,rap,2,4363089.5,br,2018
dancehall,tropical house,2,4766599.0,br,2018
rap,rock,2,16623294.0,br,2018
mpb,pagode,2,2584094.5,br,2018
forro,mpb,2,427844.0,br,2018
axe,mpb,2,2584094.5,br,2018
axe,pagode baiano,2,1201726.0,br,2018
axe,pagode,2,378660.0,br,2018
house,house,2,6114788.5,br,2018
electro,moombahton,2,6968293.5,br,2018
electropop,house,2,6114788.5,br,2018
electro,pop rock,2,1608588.0,br,2018
electro house,indie,2,1608588.0,br,2018
indie pop,video game music,2,850442.5,br,2018
electropop,video game music,2,850442.5,br,2018
indie pop,k-pop,2,1264243.0,br,2018
electropop,k-pop,2,1264243.0,br,2018
k-pop,video game music,2,1264243.0,br,2018
pop,video game music,2,1264243.0,br,2018
r&b,urban contemporary,2,2814882.0,br,2018
electropop,other,2,588931.0,br,2018
hip hop,k-pop,2,1045562.5,br,2018
k-pop,pop rap,2,1045562.5,br,2018
dance,r&b,2,7426602.0,br,2018
dancehall,pop rap,2,7890368.5,br,2018
dancehall,trap,2,7890368.5,br,2018
brazilian funk,soca,2,8293878.0,br,2018
brazilian funk,reggae,2,8293878.0,br,2018
electro,soca,2,8293878.0,br,2018
pop,soca,2,8293878.0,br,2018
electro,reggae,2,8293878.0,br,2018
electro,urban contemporary,2,3243156.0,br,2018
indie rock,pop,2,8744897.0,br,2018
dance pop,indie rock,2,8744897.0,br,2018
europop,pop,2,1169571.0,br,2018
indie pop,r&b,2,3366379.0,br,2018
latin,urban contemporary,2,729827.0,br,2018
house,trance,2,3511755.0,br,2018
electropop,trance,2,3511755.0,br,2018
electro,video game music,2,436642.0,br,2018
electro house,video game music,2,436642.0,br,2018
electro,emo,2,436642.0,br,2018
electro,metal,2,436642.0,br,2018
electro house,emo,2,436642.0,br,2018
electro house,metal,2,436642.0,br,2018
francoton,pop rap,2,2562811.0,br,2018
electro house,soul,2,6586868.0,br,2018
house,soul,2,6586868.0,br,2018
dubstep,rap,2,6586868.0,br,2018
rap,trance,2,6586868.0,br,2018
europop,pop rap,2,496967.0,br,2018
europop,trap,2,496967.0,br,2018
europop,hip hop,2,496967.0,br,2018
brega,forro,1,12378483.0,br,2018
pop rock,trap,1,729987.0,br,2018
hip hop,pop rock,1,729987.0,br,2018
electro,pagode,1,4812870.0,br,2018
electro,samba reggae,1,4812870.0,br,2018
axe,electro,1,4812870.0,br,2018
latin,r&b,1,2001610.0,br,2018
r&b,reggaeton,1,2001610.0,br,2018
francoton,r&b,1,2001610.0,br,2018
hip hop,pagode baiano,1,96949831.0,br,2018
afrofuturism,pagode baiano,1,96949831.0,br,2018
pagode baiano,trap,1,96949831.0,br,2018
indie pop,indie pop rap,1,2454003.0,br,2018
indie pop rap,pop,1,2454003.0,br,2018
dance pop,indie pop rap,1,2454003.0,br,2018
electropop,indie pop rap,1,2454003.0,br,2018
indie pop,rap,1,2454003.0,br,2018
hip hop,indie pop,1,2454003.0,br,2018
dubstep,r&b,1,8099586.0,br,2018
house,pagode baiano,1,8265687.0,br,2018
electro,europop,1,22784181.0,br,2018
europop,tropical house,1,22784181.0,br,2018
new wave,tropical house,1,11470257.0,br,2018
new wave,pop,1,11470257.0,br,2018
electropop,new wave,1,11470257.0,br,2018
electro,tropical,1,467220.0,br,2018
funk,latin,1,467220.0,br,2018
funk,tropical,1,467220.0,br,2018
tropical,tropical house,1,467220.0,br,2018
dance,latin,1,467220.0,br,2018
dance,tropical,1,467220.0,br,2018
funk,indie pop,1,467220.0,br,2018
funk,other,1,467220.0,br,2018
electropop,funk,1,467220.0,br,2018
dance,indie pop,1,467220.0,br,2018
dance,other,1,467220.0,br,2018
indie pop,latin,1,467220.0,br,2018
indie pop,tropical,1,467220.0,br,2018
electropop,tropical,1,467220.0,br,2018
pagode baiano,r&b,1,681385.0,br,2018
pagode baiano,samba reggae,1,378660.0,br,2018
pagode,samba reggae,1,378660.0,br,2018
forro,samba reggae,1,378660.0,br,2018
axe,samba reggae,1,378660.0,br,2018
axe,axe,1,378660.0,br,2018
house,moombahton,1,5642709.0,br,2018
electro,ninja,1,5642709.0,br,2018
house,ninja,1,5642709.0,br,2018
gospel,mpb,1,1004816.0,br,2018
folk,gospel,1,1004816.0,br,2018
indie,tropical house,1,1608588.0,br,2018
house,indie,1,1608588.0,br,2018
electropop,indie,1,1608588.0,br,2018
pop rock,tropical house,1,1608588.0,br,2018
house,pop rock,1,1608588.0,br,2018
electropop,pop rock,1,1608588.0,br,2018
k-pop,k-pop,1,1264243.0,br,2018
dance pop,video game music,1,1264243.0,br,2018
folk,sertanejo,1,38428849.0,br,2018
sertanejo,trap,1,14521267.0,br,2018
hip hop,sertanejo,1,14521267.0,br,2018
brazilian funk,ninja,1,2381810.0,br,2018
brazilian funk,electropop,1,2381810.0,br,2018
punk,rock,1,3230580.0,br,2018
rock,rock,1,3230580.0,br,2018
new wave,rock,1,3230580.0,br,2018
classic rock,rock,1,3230580.0,br,2018
urban contemporary,urban contemporary,1,5177022.0,br,2018
mpb,r&b,1,982508.0,br,2018
indie,r&b,1,982508.0,br,2018
k-pop,rap,1,1601515.0,br,2018
k-pop,trap,1,1601515.0,br,2018
funk,r&b,1,3041527.0,br,2018
funk,soul,1,3041527.0,br,2018
dance,soul,1,3041527.0,br,2018
funk,tropical house,1,3041527.0,br,2018
funk,pop rap,1,3041527.0,br,2018
dubstep,tropical house,1,26459960.0,br,2018
mpb,samba reggae,1,4789529.0,br,2018
electropop,reggaeton,1,505684.0,br,2018
pagode baiano,pagode baiano,1,2024792.0,br,2018
indie,mpb,1,34894124.0,br,2018
electro house,soca,1,8293878.0,br,2018
soca,tropical house,1,8293878.0,br,2018
moombahton,soca,1,8293878.0,br,2018
dance pop,soca,1,8293878.0,br,2018
pop rap,soca,1,8293878.0,br,2018
electro house,reggae,1,8293878.0,br,2018
reggae,tropical house,1,8293878.0,br,2018
moombahton,reggae,1,8293878.0,br,2018
dance pop,reggae,1,8293878.0,br,2018
pop rap,reggae,1,8293878.0,br,2018
dancehall,electro house,1,8293878.0,br,2018
dancehall,moombahton,1,8293878.0,br,2018
afrofuturism,soca,1,8293878.0,br,2018
soca,trap,1,8293878.0,br,2018
reggae,trap,1,8293878.0,br,2018
afrofuturism,dancehall,1,8293878.0,br,2018
afrofuturism,electro,1,8293878.0,br,2018
afrofuturism,electro house,1,8293878.0,br,2018
afrofuturism,tropical house,1,8293878.0,br,2018
afrofuturism,moombahton,1,8293878.0,br,2018
moombahton,trap,1,8293878.0,br,2018
afrofuturism,dance pop,1,8293878.0,br,2018
afrofuturism,pop rap,1,8293878.0,br,2018
electro,rock,1,5421504.0,br,2018
rock,tropical house,1,5421504.0,br,2018
afrofuturism,rap,1,10082112.0,br,2018
country pop,electro,1,8744897.0,br,2018
county rock,electro,1,8744897.0,br,2018
country pop,electro house,1,8744897.0,br,2018
county rock,electro house,1,8744897.0,br,2018
country pop,tropical house,1,8744897.0,br,2018
county rock,tropical house,1,8744897.0,br,2018
country,house,1,8744897.0,br,2018
country pop,house,1,8744897.0,br,2018
county rock,house,1,8744897.0,br,2018
electro,indie rock,1,8744897.0,br,2018
electro house,indie rock,1,8744897.0,br,2018
indie rock,tropical house,1,8744897.0,br,2018
house,indie rock,1,8744897.0,br,2018
country,indie rock,1,8744897.0,br,2018
country pop,indie rock,1,8744897.0,br,2018
county rock,indie rock,1,8744897.0,br,2018
pagode baiano,rap,1,622151.0,br,2018
country pop,electropop,1,9244030.0,br,2018
county rock,electropop,1,9244030.0,br,2018
dance pop,europop,1,1842175.0,br,2018
samba reggae,sertanejo,1,4706297.0,br,2018
moombahton,pagode baiano,1,13293843.0,br,2018
pagode baiano,pop rap,1,13293843.0,br,2018
dancehall,hip hop,1,7486859.0,br,2018
dancehall,tropical,1,7486859.0,br,2018
other,other,1,4300231.0,br,2018
r&b,soul,1,482063.0,br,2018
indie r&b,r&b,1,482063.0,br,2018
indie r&b,pop,1,482063.0,br,2018
chillwave,r&b,1,482063.0,br,2018
chillwave,pop,1,482063.0,br,2018
escape room,r&b,1,482063.0,br,2018
escape room,pop,1,482063.0,br,2018
indietronica,r&b,1,482063.0,br,2018
indietronica,pop,1,482063.0,br,2018
folk,hip hop,1,12078113.0,br,2018
brega funk,pagode baiano,1,629733.0,br,2018
dance,rap,1,3719741.0,br,2018
dance,trap,1,3719741.0,br,2018
dance,hip hop,1,3719741.0,br,2018
other,rap,1,777654.0,br,2018
electro,funk,1,4061011.0,br,2018
brazilian funk,funk,1,4061011.0,br,2018
reggaeton,urban contemporary,1,729827.0,br,2018
tropical,urban contemporary,1,729827.0,br,2018
tropical house,video game music,1,436642.0,br,2018
house,video game music,1,436642.0,br,2018
trance,video game music,1,436642.0,br,2018
emo,video game music,1,436642.0,br,2018
metal,video game music,1,436642.0,br,2018
electro house,indie pop,1,436642.0,br,2018
indie pop,trance,1,436642.0,br,2018
emo,indie pop,1,436642.0,br,2018
indie pop,metal,1,436642.0,br,2018
trance,tropical house,1,436642.0,br,2018
emo,tropical house,1,436642.0,br,2018
metal,tropical house,1,436642.0,br,2018
emo,house,1,436642.0,br,2018
house,metal,1,436642.0,br,2018
electropop,emo,1,436642.0,br,2018
electropop,metal,1,436642.0,br,2018
tropical house,urban contemporary,1,2562811.0,br,2018
electro,francoton,1,2562811.0,br,2018
francoton,tropical house,1,2562811.0,br,2018
francoton,urban contemporary,1,2562811.0,br,2018
francoton,hip hop,1,2562811.0,br,2018
dubstep,other,1,16593655.0,br,2018
electro house,rock,1,16593655.0,br,2018
dubstep,rock,1,16593655.0,br,2018
dubstep,pop rock,1,16593655.0,br,2018
electropop,soul,1,6586868.0,br,2018
electropop,trap,1,6586868.0,br,2018
dubstep,electro,1,6586868.0,br,2018
dubstep,electro house,1,6586868.0,br,2018
dubstep,electropop,1,6586868.0,br,2018
dubstep,house,1,6586868.0,br,2018
dubstep,soul,1,6586868.0,br,2018
soul,trance,1,6586868.0,br,2018
dubstep,trap,1,6586868.0,br,2018
trance,trap,1,6586868.0,br,2018
dubstep,hip hop,1,6586868.0,br,2018
hip hop,trance,1,6586868.0,br,2018
europop,rap,1,496967.0,br,2018
soul,trap,1,496967.0,br,2018
europop,r&b,1,496967.0,br,2018
europop,soul,1,496967.0,br,2018
electro house,latin,1,1344226.0,br,2018
electro house,reggaeton,1,1344226.0,br,2018
brazilian funk,pop,142,18610107.166666668,br,2019
pop,pop,139,12275347.173913045,br,2019
brazilian funk,brazilian funk,117,23893665.441558447,br,2019
hip hop,hip hop,84,17038206.5,br,2019
brazilian funk,hip hop,80,11976589.208333336,br,2019
hip hop,trap,76,12906676.47826087,br,2019
dance pop,pop,73,6153121.303030303,br,2019
hip hop,pop,70,9635496.12121212,br,2019
electro,pop,68,11548930.54054054,br,2019
sertanejo,sertanejo,62,20851064.33870968,br,2019
brazilian funk,electro,62,19358281.54761905,br,2019
hip hop,rap,48,14756092.3,br,2019
pagode baiano,pop,44,16366126.206896553,br,2019
pop,pop rap,42,6031388.916666668,br,2019
electro,hip hop,41,13166296.611111112,br,2019
brazilian funk,sertanejo,40,19677946.307692308,br,2019
pop,rap,39,9079065.5,br,2019
latin,pop,38,7039140.428571427,br,2019
pop,reggaeton,37,7079705.0,br,2019
brazilian funk,trap,37,16837436.4,br,2019
brazilian funk,pagode baiano,35,23493935.19047619,br,2019
pop,trap,32,10680485.421052633,br,2019
pop,r&b,27,7658347.333333332,br,2019
hip hop,r&b,27,11616961.357142854,br,2019
latin,reggaeton,27,4728947.166666667,br,2019
electro house,pop,26,7949614.9375,br,2019
electro,electro,25,12400045.047619049,br,2019
pop,sertanejo,25,24371799.96,br,2019
brazilian funk,brega funk,25,25410108.05882353,br,2019
brazilian funk,rap,21,18296401.09090909,br,2019
pop,tropical house,20,5837801.6,br,2019
rap,trap,19,12852964.277777778,br,2019
electro,trap,19,10949160.0,br,2019
dance pop,pop rap,18,3522496.5,br,2019
trap,trap,17,16401323.7,br,2019
pagode,sertanejo,16,21473489.3125,br,2019
afrofuturism,brazilian funk,16,12134249.42857143,br,2019
dance pop,dance pop,15,8688785.266666668,br,2019
brazilian funk,r&b,15,8480367.777777778,br,2019
forro,sertanejo,14,21663916.71428572,br,2019
electro,r&b,14,7175509.9,br,2019
brazilian funk,latin,13,9135375.3,br,2019
brazilian funk,reggaeton,13,9458433.777777778,br,2019
brazilian funk,forro,13,22308752.09090909,br,2019
brazilian funk,pagode,13,14611906.23076923,br,2019
pop rap,rap,13,2739299.111111111,br,2019
dance pop,electro,13,6701373.555555556,br,2019
other,pop,13,15143619.8,br,2019
mpb,pop,13,9591345.090909092,br,2019
pop,tropical,13,4875414.0,br,2019
latin,latin,13,6467361.0,br,2019
reggaeton,reggaeton,13,2448918.0,br,2019
afrofuturism,pop,12,14362439.333333336,br,2019
pop,rock,12,14643648.888888888,br,2019
latin,trap,12,19164562.0,br,2019
electro,electro house,11,8354262.571428573,br,2019
latin,pagode baiano,11,9135375.3,br,2019
pagode baiano,reggaeton,11,9458433.777777778,br,2019
electro,pagode baiano,11,12724217.3,br,2019
rap,rap,11,4016931.1818181816,br,2019
dance pop,rap,11,3264485.0,br,2019
hip hop,pagode baiano,11,9524517.5,br,2019
dance pop,latin,11,4813066.625,br,2019
electro,rap,11,15788133.6,br,2019
reggaeton,trap,11,19453471.25,br,2019
forro,pop,10,21892264.7,br,2019
dance pop,hip hop,10,1726977.5555555555,br,2019
dance pop,electro house,10,5949929.5,br,2019
dance,pop,10,7578906.142857143,br,2019
brazilian funk,pop rap,10,12037750.42857143,br,2019
dance pop,reggaeton,10,4610954.857142857,br,2019
r&b,trap,10,10853124.5,br,2019
electro,sertanejo,9,20776758.33333333,br,2019
hip hop,pop rap,9,11208274.555555556,br,2019
latin,pop rap,9,5287417.5,br,2019
hip hop,reggaeton,9,2883892.2,br,2019
brazilian funk,mpb,9,13848697.625,br,2019
pagode baiano,sertanejo,8,17742267.5,br,2019
dance pop,tropical house,8,5502465.875,br,2019
pagode,pop,8,17463391.14285714,br,2019
pop rap,reggaeton,8,5153070.142857143,br,2019
afrofuturism,hip hop,8,1807411.4,br,2019
electropop,pop,8,2834808.333333333,br,2019
hip hop,latin,8,3121077.0,br,2019
brazilian funk,dance pop,8,5554937.5,br,2019
dance pop,r&b,7,1490708.0,br,2019
r&b,rap,7,7061625.285714285,br,2019
pagode baiano,pop rap,7,12195661.833333336,br,2019
electro,pop rap,7,4775405.166666667,br,2019
mpb,mpb,7,17266166.85714286,br,2019
brega funk,pop,7,28101028.16666667,br,2019
latin,tropical,7,6368026.25,br,2019
reggaeton,tropical,7,2349583.25,br,2019
dance pop,pagode baiano,7,5657170.4,br,2019
r&b,tropical house,6,1485843.8,br,2019
pagode baiano,trap,6,16097691.2,br,2019
pop rap,pop rap,6,5871554.5,br,2019
electro house,other,6,18566371.0,br,2019
pop rap,trap,6,8454936.666666666,br,2019
electro,latin,6,16307118.5,br,2019
dance pop,trap,6,4402791.8,br,2019
folk,mpb,6,9307681.75,br,2019
hip hop,indie,6,9935518.0,br,2019
axe,brazilian funk,6,19916747.83333333,br,2019
house,pop,6,1265477.6,br,2019
pagode baiano,pagode baiano,5,37488991.0,br,2019
dance,pop house,5,16176924.666666664,br,2019
pagode baiano,rap,5,16062109.5,br,2019
axe,sertanejo,5,14844436.4,br,2019
pop rap,r&b,5,1376473.666666667,br,2019
dance pop,other,5,19582793.8,br,2019
rap,rock,5,7026461.666666668,br,2019
pagode,pagode baiano,5,19953237.4,br,2019
electro,reggaeton,5,18322972.4,br,2019
latin,rap,5,5028064.8,br,2019
rap,reggaeton,5,5028064.8,br,2019
folk,pop,5,15846951.25,br,2019
pagode baiano,tropical,5,2306219.75,br,2019
brazilian funk,tropical,5,2306219.75,br,2019
dubstep,pop,5,15507956.0,br,2019
brazilian funk,electro house,5,2972090.5,br,2019
electro house,r&b,5,1790069.5,br,2019
axe,pop,5,26677886.75,br,2019
electro,pagode,4,11788176.75,br,2019
house,r&b,4,1230094.25,br,2019
pagode,pagode,4,23142788.75,br,2019
electro,tropical house,4,15574712.75,br,2019
dance,electro,4,17924982.25,br,2019
electro house,tropical house,4,15574712.75,br,2019
dance,dance pop,4,7877385.5,br,2019
electro,other,4,14674425.0,br,2019
metal,rap,4,1017283.5,br,2019
emo,pop,4,1474480.0,br,2019
indie,pop,4,6790088.0,br,2019
k-pop,pop,4,2948108.333333333,br,2019
hip hop,k-pop,4,1048437.5,br,2019
brazilian funk,tropical house,4,3589063.25,br,2019
mpb,pagode baiano,4,1516889.75,br,2019
hip hop,rock,4,10948850.0,br,2019
electro,mpb,4,26180505.5,br,2019
brazilian funk,indie,4,497103.5,br,2019
afrofuturism,electro,4,1213621.333333333,br,2019
mpb,sertanejo,3,23329105.0,br,2019
dance,electro house,3,16140919.666666664,br,2019
other,tropical house,3,10168722.333333334,br,2019
pop,samba,3,3023956.333333333,br,2019
pagode baiano,samba,3,3023956.333333333,br,2019
brazilian funk,samba,3,3023956.333333333,br,2019
brega funk,forro,3,35692005.0,br,2019
brega funk,electro,3,29843372.66666667,br,2019
electro house,pagode baiano,3,1563955.0,br,2019
pop,soul,3,4002623.5,br,2019
electro,soul,3,4002623.5,br,2019
dance pop,electropop,3,1954584.333333333,br,2019
dance pop,tropical,3,3467922.5,br,2019
brega funk,brega funk,3,14207960.333333336,br,2019
pagode baiano,tropical house,3,3104160.0,br,2019
moombahton,pop,3,1878667.5,br,2019
mpb,rock,3,20039950.666666668,br,2019
r&b,r&b,3,5216640.0,br,2019
axe,pagode baiano,3,30599411.66666667,br,2019
dancehall,pop,3,4625710.0,br,2019
forro,mpb,2,19244571.0,br,2019
forro,pagode,2,19244571.0,br,2019
axe,forro,2,19244571.0,br,2019
afrofuturism,pagode baiano,2,36003877.0,br,2019
electro house,electro house,2,14674425.0,br,2019
dance,other,2,14674425.0,br,2019
dance pop,rock,2,1474480.0,br,2019
dance pop,emo,2,1474480.0,br,2019
country,pop rap,2,26663487.0,br,2019
country,country rap,2,26663487.0,br,2019
country,hip hop,2,26663487.0,br,2019
brazilian funk,brega,2,1031795.0,br,2019
forro,forro,2,3801111.0,br,2019
hip hop,sertanejo,2,3461401.0,br,2019
dubstep,other,2,22458317.0,br,2019
pagode baiano,samba reggae,2,15824217.5,br,2019
brazilian funk,samba reggae,2,15824217.5,br,2019
pagode,samba reggae,2,15824217.5,br,2019
pop,samba reggae,2,15824217.5,br,2019
axe,samba reggae,2,15824217.5,br,2019
folk,folk,2,12935850.0,br,2019
electro house,soul,2,4002623.5,br,2019
electro house,hip hop,2,2058038.0,br,2019
electro house,pop rap,2,2058038.0,br,2019
brazilian funk,dubstep,2,1607234.0,br,2019
brazilian funk,soul,2,1607234.0,br,2019
electro house,trap,2,1607234.0,br,2019
dubstep,trap,2,1607234.0,br,2019
deep pop r&b,pop,2,920355.5,br,2019
pop,video game music,2,1326960.0,br,2019
deep pop r&b,hip hop,2,1326960.0,br,2019
hip hop,video game music,2,1326960.0,br,2019
trap,tropical,2,4583959.0,br,2019
