song_id,artist_id
5YP6yKgGGsXKukqxXypVAf,1RyvyyTE3xzB2ZywiAwp0i
7M3TZDUNvaNBo0qtWVaZif,4QvgGvpgzgyUOo8Yp8LDm9
2QjOHCTQ1Jl3zawyYOpxh6,77SW9BnxLY8rJ0RciFqkHh
2FWkSJk8QwxAiNWHkleGMV,14H15rElxdGClICOZXEYHP
3dQ5HBfKh8Vj17A3eQOIpt,63X1WKthLQidtqxxO2sgeq
4ksAbWG96D1yaQ0onQNlb5,7DUTsWY3RBd64vh8UtgtYA
2ijef6ni2amuunRoKTlgww,4obzFoKoKRHIphyHzJ35G3
2ijef6ni2amuunRoKTlgww,1GDbiv3spRmZ1XdM1jQbT7
4Xbotg4PCLJw9cDx2dtZLK,2kHxkdiKCSnHMkhIgFBZaI
4Xbotg4PCLJw9cDx2dtZLK,73Np75Wv2tju61Eo9Zw4IR
4Xbotg4PCLJw9cDx2dtZLK,4dSQICBjdUIp5iK6RRU2bY
4Xbotg4PCLJw9cDx2dtZLK,7KkqUt65v6LMtR369OQ6FB
4Xbotg4PCLJw9cDx2dtZLK,0PYSU1xJn8ay3ckZYsumdH
6UclKcQnlOzKOPxXrt4hd4,2PJEagPIxaBugeMjIyKVXF
